"","id","text","queryMetadata.query","created_at","user.screen_name","longitude","latitude","state","city"
"32",1087108477686874112,"How does that work? You can only use a VA MD? You HAVE to or they just won’t reimburse outside providers?","influenza","2019-01-20T17:03:53Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"34",1087107581825425408,"Marinol is legal, however. A doctor can order it. It does contain THC and will definitely make you hungry, but is prescribed for pain. If you have paranoia from pot then this will cause it, too, but for longer. It lasts about twice as long.","influenza","2019-01-20T17:00:19Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"35",1087107557599203328,"New WHO report 10 threats to global health: Air pollution/climate change, global influenza pandemic, antimicrobial resistance, Ebola + high risk pathogens AND Vaccine hesitancy. https://www.who.int/emergencies/ten-threats-to-global-health-in-2019 … Spread the word vaccines save lives!","influenza","2019-01-20T17:00:13Z","JoergGraf",-73.087749,41.6032207,"Connecticut","Oakville"
"36",1087106895217942528,"Me Now: BOOKS Traveling Between the Lines, The Great Influenza, and The Doomsday Book (Connie Willis) RECENT TV: Life on Mars (British), State of Play (British) MUSIC Wild Horses (Stones) SENTENCE OF MINE ""My imaginary friends were all boys .""","influenza","2019-01-20T16:57:35Z","SusanMoger",-75.1264533,40.1695694,"Pennsylvania","Upper Moreland Township"
"39",1087103532933832704,"i should be back in a few weeks if my current influenza doesn’t take me first","influenza","2019-01-20T16:44:14Z","JessyYates",-74.0059728,40.7127753,"New York","New York City"
"40",1087102798544756736,"Not legal in your state. Boo.","influenza","2019-01-20T16:41:19Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"44",1087101324607524864,"At the end, ""I hope you contract influenza"" and now im actually sick wtf you cursed me","influenza","2019-01-20T16:35:27Z","Pancho4L",-98.4936282,29.4241219,"Texas","San Antonio"
"45",1087099662950195200,"Great. Does his Go Fund Me page accept in-kind contributions? I’ve got a blanket laced with influenza that I would like to give him.","influenza","2019-01-20T16:28:51Z","TheShadow1995",-95.712891,37.09024,"Kansas","Jefferson"
"46",1087098112202690560,"Na so I turn ""Influenza"" ooo You legit bro...","influenza","2019-01-20T16:22:41Z","Fuhad01",-81.140676,41.5963434,"Ohio","City Not Found"
"48",1087094143069929472,"43 is not within the high-risk age groups for influenza infection.","influenza","2019-01-20T16:06:55Z","aetiology",-81.3578859,41.1536674,"Ohio","Kent"
"51",1087092417118040064,"The CDC reports that between 6 and 7 million people have been sick with influenza so far during the 2018-2019 season. https://www.pharmacytimes.com/resource-centers/flu/cdc-provides-estimates-on-how-many-people-have-had-flu-so-far-this-season …https://www.pharmacytimes.com/resource-centers/flu/cdc-provides-estimates-on-how-many-people-have-had-flu-so-far-this-season …","influenza","2019-01-20T16:00:04Z","CTPharmacists",-72.6655757,41.6572525,"Connecticut","Town of Rocky Hill"
"56",1087087383491854336,"Norovirus is a highly contagious virus commonly known as stomach flu. It spreads most common in the winter when people are also battling influenza. Here's what else you need to know: http://ow.ly/r6b430nhxZy","influenza","2019-01-20T15:40:03Z","MyGNP",-95.712891,37.09024,"Kansas","Jefferson"
"58",1087086229542264832,"influencer influenza makes you think","influenza","2019-01-20T15:35:28Z","titoperez",-118.2436849,34.0522342,"California","Los Angeles"
"59",1087085844157136896,"On Watch: Pandemic Influenza & U.S. Public Health Readiness with Dr. Steven Hatfill, M.D. - Judicial Watch https://www.judicialwatch.org/video-update/on-watch-pandemic-influenza-u-s-public-health-readiness-with-dr-steven-hatfill-m-d/ …","influenza","2019-01-20T15:33:56Z","geopolytica",-95.3580577,29.7467485,"Texas","Houston"
"63",1087080177002196992,"Viral infections such as the common cold, influenza, or gastroenteritis increase the risk of relapse.","influenza","2019-01-20T15:11:25Z","MSSymptomsGone",-74.0059728,40.7127753,"New York","New York City"
"64",1087080090968694784,"#
History
#
Local
#
Spokane The doctor and the pandemic: Spokane’s 1918 fight against the Spanish influenza http://www.spokesman.com/stories/2019/jan/20/the-doctor-and-the-pandemic-spokanes-1918-fight-ag/ …","influenza","2019-01-20T15:11:05Z","SpCoLibraryDist",-117.4225481,47.658693,"Washington","Spokane"
"67",1087078364563759104,"The flu shot protects you against influenza (the respiratory infection), not the stomach ""flu"" (which is not influenza). Hope you feel better soon, though! :(","influenza","2019-01-20T15:04:13Z","cottoncashcat",-114.7420408,44.0682019,"State Not Found","City Not Found"
"68",1087077302071164928,"Ongoing evaluation of
#
influenza
#
vaccineeffectiveness is crucial to ensure that
@
DeptofDefense provides its populations with most effective vaccines. Learn more about the analysis of 2017-2018
#
flu season in the
#
MedicalSurveillanceMonthly Report: https://go.usa.gov/xPmtg pic.twitter.com/YojPza61KA","influenza","2019-01-20T15:00:00Z","AFHSBPAGE",-77.1710914,38.882334,"Virginia","Falls Church"
"69",1087076360135180288,"How many goats must be sacrificed under a new moon before the Satanic curse of influenza is removed?","influenza","2019-01-20T14:56:15Z","viva__lala",-95.712891,37.09024,"Kansas","Jefferson"
"77",1087070382652358656,"On Watch: Pandemic Influenza & U.S. Public Health Readiness with Dr. Ste... https://youtu.be/XirC4J0bRgU  via
@
YouTube","influenza","2019-01-20T14:32:30Z","Markfmckinney2F",-95.712891,37.09024,"Kansas","Jefferson"
"78",1087069208914157568,"Influenza kicking my tail","influenza","2019-01-20T14:27:50Z","bran_lock13",-78.2987519,38.258328,"Virginia","Dawsonville"
"81",1087061358263365632,"“Crisis” of Seriously Ill Migrants Slams Border Patrol — TB, Pneumonia, Influenza, Parasites http://jwatch.us/x71z5W  via
@
JudicialWatch","influenza","2019-01-20T13:56:39Z","850Sunny",-81.5157535,27.6648274,"State Not Found","City Not Found"
"82",1087061160900349952,"The
@
WHO has listed 10 priority health issues in 2019. The list includes air pollution & climate change; noncommunicable diseases; a global influenza pandemic; “fragile & vulnerable settings”; anti-microbial resistance; Ebola and more. http://www.manilastandard.net/news/top-stories/285685/who-lists-10-health-issues-to-watch-out-for-in-2019.html …
#
SDGs
#
HealthForAll","influenza","2019-01-20T13:55:52Z","ChildbirthSI",-73.9811623,40.7543115,"New York","New York City"
"83",1087060350036406272,"Saying immigrants as a whole don't introduce diseases in the US isn't the same as saying no immigrants ever arrive sick. American citizens get TB, influenza, and pneumonia too.","influenza","2019-01-20T13:52:38Z","mkvand",-117.1817377,46.7297771,"Washington","Pullman"
"85",1087056473568403456,"Influenza buddiez More like! Infriendza! Right! Ha! Ha h a!","influenza","2019-01-20T13:37:14Z","Joelfeirun",-83.985,42.43472,"Michigan","Putnam Township"
"86",1087055885992521728,"Seriously discouraged right now. Had plans to fly to Florida to see my family and go in a
@
DisneyCruise bit my oldest came down with Influenza A yesterday. Any travel advice would be so appreciated.
#
familytravel
#
influenzaA","influenza","2019-01-20T13:34:54Z","GaryWinchester",-121.2357828,38.7907339,"California","Rocklin"
"87",1087054993327341568,"Influenza outbreak declared at Peterborough’s Fairhaven Long-Term Care http://ow.ly/B55r30nnLY0","influenza","2019-01-20T13:31:21Z","PattiDudek",-83.3677168,42.4989936,"Michigan","Farmington Hills"
"88",1087053284513402880,"A collaborative multiyear, multimodel assessment of seasonal influenza forecasting in the United States https://www.pnas.org/content/early/2019/01/14/1812594116 …","influenza","2019-01-20T13:24:34Z","syramadad",-74.0059728,40.7127753,"New York","New York City"
"92",1087048936299380736,"If it’s legal where you are I’ve found
@
infinitecbd to be best. They have a huge variety. I use the CBD isolate in a dropper called Harlequin. It has no taste to me. Based on the dosage I want I drop 5 drops on my tongue AM and PM.","influenza","2019-01-20T13:07:17Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"93",1087047897307328512,"I’d say I’ve some good results with it for joint pain. It has no psychoactive properties, but is supposed to have the benefits of treating anxiety and pain.","influenza","2019-01-20T13:03:09Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"95",1087046987621502976,"No School Tomorrow in observation of King/Lee Holiday! Since we are off today and tomorrow, take this time to wash all jackets, book bags, etc. to help us fight the spread of influenza. Thank you for helping us keep our students & teachers healthy!
#
wonderfulworldofwispic.twitter.com/wGYrzaICXL","influenza","2019-01-20T12:59:32Z","WilliamsIntPC",-86.2860888,33.5862149,"Alabama","Pell City"
"96",1087043465177903104,"With colder temps this week, even in single digits, I imagine we will see more
#
influenza / Flu in our region (unfortunately the cold doesn’t kill the flu). It’s not too late for your flu shot!","influenza","2019-01-20T12:45:33Z","DoctorSammyU",-79.9958864,40.4406248,"Pennsylvania","Pittsburgh"
"98",1087042685985325056,"I hope there can be some good from this unfortunate tragedy. She died tragically, in part, from the vaccine-preventable H1N1 influenza virus. This should be a clarion call for ensuring everyone gets seasonal flu vaccinations.
#
Influenza
#
vaccines","influenza","2019-01-20T12:42:27Z","JakeKaneMD",-87.6297982,41.8781136,"Illinois","Chicago"
"103",1087038942585724928,"Mac, I might have asked already, but do you use CBD oil?","influenza","2019-01-20T12:27:34Z","hdighn",-81.6888248,35.744679,"North Carolina","Morganton"
"106",1087033611818291200,"If all the TSA workers get “influenza” this shutdown ends tomorrow.","influenza","2019-01-20T12:06:23Z","lcdrrek",-96.8236116,33.1506744,"Texas","Frisco"
"108",1087032007199256576,"By subtly altering the bacteria in our nose and throat, we might be able to beat influenza.
#
PAstudentshttps://www.medicalnewstoday.com/articles/324180.php …","influenza","2019-01-20T12:00:01Z","StuAcademyAAPA",-95.712891,37.09024,"Kansas","Jefferson"
"109",1087031253147226112,"“Of the 13.2% of all participants who indicated that they had never before received an influenza vaccine, 28.8%...reported that the primary reason was that they never got sick while 17.8% noted that they were concerned about potential side effects.”","influenza","2019-01-20T11:57:01Z","drfixus",-95.712891,37.09024,"Kansas","Jefferson"
"111",1087028994015408128,"“primarily among young children, the elderly, and pregnant women....The CDC estimate that only 45.6% of the IS population...[was] vaccinated against influenza during the 2015-2016 influenza season.”https://www.sciencedirect.com/science/article/pii/S0264410X18306571 …","influenza","2019-01-20T11:48:02Z","drfixus",-95.712891,37.09024,"Kansas","Jefferson"
"112",1087028987665227776,"“Influenza is a vaccine-preventable infectious disease that is responsible for an estimated 3-5 million cases of severe illness and 250,000-500,000 deaths each year...","influenza","2019-01-20T11:48:01Z","drfixus",-95.712891,37.09024,"Kansas","Jefferson"
"113",1087027310266667008,"Exactly. This is why I had to post. People think MAGATs are some group of hicks from the trailer parks. That's not the base. They're also white supremacists whose parents are in the to earners of ""middle class"" who raise kids like Influenza teen and Brock Turner.","influenza","2019-01-20T11:41:21Z","nocompliance1",-78.5083416,33.9377353,"North Carolina","Grissettown"
"114",1087027153093517312,"Between February 1918 and May 1919,
#
influenza killed as many as 50–100 million people worldwide; all told, one in four Americans were infected with the deadly
#
virus and anywhere between 500,000 and 675,000 died http://bit.ly/2RVDIT1 pic.twitter.com/QOG17yqMP5","influenza","2019-01-20T11:40:43Z","hekint",-87.6297982,41.8781136,"Illinois","Chicago"
"115",1087027057182298112,"“This year marks the centennial of the 1918 influenza pandemic, which killed 50 million people worldwide. Three more influenza pandemics and annual epidemics have occurred since then...”The 2017-18 epidemic “lasted 19 weeks...killed more than any other since 2010.”","influenza","2019-01-20T11:40:21Z","drfixus",-95.712891,37.09024,"Kansas","Jefferson"
"123",1087018122933166080,"Then you would be even less comfortable with giving them something that is well tolerated by none and kills many.. like polio, measles, influenza..or are you using some weird new math where pluses are minuses and more is less?","influenza","2019-01-20T11:04:50Z","mmelgar09",-95.712891,37.09024,"Kansas","Jefferson"
"126",1087016177807839232,"1919 Influenza Epidemic in Keene
#
Keene
#
KeeneValleyhttps://www.adirondackalmanack.com/2019/01/when-the-1918-influenza-pandemic-reached-keene.html …","influenza","2019-01-20T10:57:07Z","adkalmanack",-74.4241201,43.33647,"New York","Upper Benson"
"127",1087013870965870592,"Add Influenza teen and Brock Turner.","influenza","2019-01-20T10:47:57Z","nocompliance1",-78.5083416,33.9377353,"North Carolina","Grissettown"
"128",1087013477502341120,"Hope it's not influenza A. It's been going around. I pray you'll feel better soon.","influenza","2019-01-20T10:46:23Z","mulderlr",-95.712891,37.09024,"Kansas","Jefferson"
"130",1087011068864540672,"// I hope you contract influenza! Love this and many of us can relate! https://twitter.com/TheEdZeddmore/status/1087000815162793984 …","influenza","2019-01-20T10:36:49Z","CunningSiren",-74.0059728,40.7127753,"New York","New York City"
"132",1087010344302710784,"There are consequences for bad behavior and actions. Too long rich white males have been allowed to get away with things because they're just kids...Brock Turner, the Influenza teen, now the group who tried to mock and intimidate Nathan Phillips.","influenza","2019-01-20T10:33:56Z","nocompliance1",-78.5083416,33.9377353,"North Carolina","Grissettown"
"134",1087009881897476096,"Since we are out of school tomorrow, January 21st, please take the time to wash jackets, hats, book bags, lunchboxes, etc. to help fight off the spread of the stomach virus and influenza. You might want to... https://www.facebook.com/172351956164562/posts/2097165313683207/ …","influenza","2019-01-20T10:32:06Z","BernheimMiddle",-85.643487,37.9403987,"State Not Found","City Not Found"
"137",1087008814497288192,"Bringing this back because apparently Influenza Type A is rampant right now. Everyone, especially in the PH, please take care of yourselves~ https://twitter.com/summersohn/status/1074958434745733120 …","influenza","2019-01-20T10:27:51Z","summersohn",-73.9841161,40.7317696,"New York","New York City"
"139",1087008360291954688,"PANDEMIC> INFLUENZA HITS FAST!!","influenza","2019-01-20T10:26:03Z","hecate5points",-111.0937311,34.0489281,"State Not Found","City Not Found"
"140",1087008278947741696,"I am horriified at how quickly vicious lynch mobs form on social media, spreading like a rapidly mutating virus with no immune system to stop it. I'm reading ""The Great Influenza"" on the 1918 pandemic. It's affecting my choice of metaphors. It's scarily apt. https://twitter.com/jpodhoretz/status/1086999553600118784 …","influenza","2019-01-20T10:25:43Z","SueLaniMadsen",-117.9510663,47.504602,"Washington","Edwall"
"141",1087007848956088320,"Vicious lynch mob formed around
#
CovingtonCatholic on social media, spreading like a rapidly mutating virus with no immune system to stop it. I'm reading ""The Great Influenza"" on the 1918 pandemic. It's affecting my choice of metaphors. It's scarily apt. It's horrifying.","influenza","2019-01-20T10:24:01Z","SueLaniMadsen",-117.9510663,47.504602,"Washington","Edwall"
"142",1087007225221066752,"A Letter to a Young Health Journalist (in Response to her Recent Article about the Possibility of Big Pharma Developing a Universal Influenza Vaccine ) http://dlvr.it/Qx5PS4 pic.twitter.com/tS8Mpnehiq","influenza","2019-01-20T10:21:32Z","ColumbusFreeP",-82.9987942,39.9611755,"Ohio","Columbus"
"143",1087007102059503616,"YELLS FITES TBE INFLUENZA AWY","influenza","2019-01-20T10:21:03Z","girucchi",-95.6689456,37.1252865,"Kansas","Jefferson"
"144",1087007055637041152,"The
@
WHO adds “vaccine hesitancy” to its list of top health threats for 2019, which also includes global influenza pandemic, antimicrobial resistance, air pollution and others. https://www.buzzfeednews.com/article/carolinekee/who-top-health-threats-2019-anti-vaxxer?utm_source=dynamic&utm_campaign=bffbbuzzfeedhealth&ref=bffbbuzzfeedhealth …","influenza","2019-01-20T10:20:52Z","ashleyheher",-87.6297982,41.8781136,"Illinois","Chicago"
"148",1.087005470337e+18,"So ummmmmmmmmmm yeah I am going to scrub my desk down tomorrow at the office. Coworker has officially been diagnosed with Influenza A. Yes I did get my shots and yes I know that if I'm gonna get it I've been exposed already so... yay?","influenza","2019-01-20T10:14:34Z","sac402",-95.9345034,41.2565369,"Nebraska","Omaha"
"149",1087005248374390784,"Boh, googlando il primo risultato di ""herd immunity paper"" e': https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3171704/ … ""The herd effect has had a major impact in the eradication of smallpox, has reduced transmission of pertussis, and protects against influenza and pneumococcal disease""","influenza","2019-01-20T10:13:41Z","LorenzoWVilla",-74.0059728,40.7127753,"New York","New York City"
"150",1087005079478120448,"Did you see this report from GMA about how quickly germs can spread in a classroom? The general theory applies to offices too! Call us today at 701-793-6066 to find out how we can help you fight the war on influenza! https://www.goodmorningamerica.com/wellness/video/quickly-flu-germs-spread-classroom-60358132 …","influenza","2019-01-20T10:13:01Z","happyemployees1",-96.8999057,46.8769487,"North Dakota","West Fargo"
"152",1087005051468558336,"Indeed. Prevention of Influenza is the best strategy. One can decrease their likelihood of contracting this potentially lethal disease by vaccinating.","influenza","2019-01-20T10:12:54Z","ADonatiMD",-98.4936282,29.4241219,"Texas","San Antonio"
"153",1087004075043012608,"#
TFH T Follicular Helper Friends | REVIEW Humoral
#
Immunity to
#
Influenza
#
Vaccination | Activation & function TFH cells during human influenza vaccination | KatherineKedzierska
@
kedzierskalab
@
TheDohertyInst
@
unimelb
@
J_Immunol https://buff.ly/2Cy6KOQ pic.twitter.com/KQCt8NlCVb","influenza","2019-01-20T10:09:01Z","mmw_lmw",-117.2712717,32.8328112,"California","San Diego"
"154",1087003487416795136,"Clumsiness plus coffee and little bit influenza in the mix ment I had to do a little mess clean up on the ""Pace Chair"" but look how pretty it is when it's all shiny. https://www.instagram.com/p/Bs3Fz7Cha87/?utm_source=ig_twitter_share&igshid=196b44t6298l6 …","influenza","2019-01-20T10:06:41Z","jhuffer1",-80.8075537,28.6122187,"Florida","Titusville"
"155",1087002014108844032,"A group of women in Brisbane, Queensland standing in front of a brick building (hospital?) wearing surgical masks during the
#
influenza epidemic in 1919. pic.twitter.com/t0uOztgm1Z","influenza","2019-01-20T10:00:50Z","abbymnorman",-69.4454689,45.253783,"Maine","North Guilford"
"158",1086999432355373056,"Ditto! I learned this lesson when I lived in Europe and went to work with a cold (it was really influenza) and my co-workers gave me the ""look"". Obviously, Europe has a pretty bad history with large epidemics so it was very insensitive of me. If you…https://lnkd.in/eE5epHz","influenza","2019-01-20T09:50:34Z","edwinrsuarez",-95.3698028,29.7604267,"Texas","Houston"
"160",1086995290714968064,"Updated
#
influenza preprint: Phylogenetic Clustering by Linear Integer Programming (PhyCLIP) http://dx.doi.org/10.1101/446716","influenza","2019-01-20T09:34:07Z","outbreaksci",-95.712891,37.09024,"Kansas","Jefferson"
"161",1086995289540648960,"New
#
influenza preprint: Use of a pandemic H1N1 strain with updated haemagglutinin and neuraminidase results in increased nasopharyngeal shedding and improved immunogenicity to Russian-backbone live attenuated influenza vaccine among children aged 2 – 4... http://dx.doi.org/10.1101/519256","influenza","2019-01-20T09:34:07Z","outbreaksci",-95.712891,37.09024,"Kansas","Jefferson"
"164",1086995004982218752,"Safety, Tolerability, and Pharmacokinetics of the Novel Anti-influenza Agent Baloxavir Marboxil in Healthy Adults: Phase I Study Findings. - PubMed - NCBI https://www.ncbi.nlm.nih.gov/pubmed/30288682","influenza","2019-01-20T09:32:59Z","drjohnmorley",-90.1994042,38.6270025,"Missouri","St. Louis"
"166",1086994587757891584,"My answer to Is a strong immune system alone (no vaccination for that strain) enough to protect yourself from people in the contagious stage of influenza? If so, do any studies show this? https://www.quora.com/Is-a-strong-immune-system-alone-no-vaccination-for-that-strain-enough-to-protect-yourself-from-people-in-the-contagious-stage-of-influenza-If-so-do-any-studies-show-this/answer/Dorothy-M-Neddermeyer?ch=2&srid=ubV8 …","influenza","2019-01-20T09:31:19Z","DorothyNed",-111.9260519,33.4941704,"Arizona","Scottsdale"
"171",1086987711553126400,"Health officials expect the 2018-2019 flu season to have the same results as 2017-2018. Looking at New York alone, 5,400 laboratory-confirmed cases of influenza have been reported. Read the link for more rattling statistics and benefits of the
#
vaccine:https://hubs.ly/H0g8X-40","influenza","2019-01-20T09:04:00Z","helmersci",-86.0085955,40.0455917,"Indiana","Noblesville"
"172",1086987476353368064,"Is the respiratory microbiome associated with influenza susceptibility among people exposed to influenza virus in households? Via
@
PLOSONE https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0207898 …pic.twitter.com/GRwCTmJdcv","influenza","2019-01-20T09:03:04Z","MuinJKhoury",-84.3879824,33.7489954,"Georgia","Atlanta"
"182",1086977929123373056,"Yo...fuck that nigga Influenza and his bitch ass brother Common Cold","influenza","2019-01-20T08:25:08Z","TreTheTruest",-90.0715323,29.9510658,"Louisiana","New Orleans"
"184",1086975516845006848,"Woobies ftw","influenza","2019-01-20T08:15:32Z","DanLtcR",-82.9000751,32.1656221,"Georgia","City Not Found"
"195",1086973870182199296,"The kid who stood there and did nothing is facing expulsion. It’s gone too far.","influenza","2019-01-20T08:09:00Z","TRHLofficial",-71.3824374,42.4072107,"Massachusetts","Sudbury"
"206",1086965602256912384,"“Crisis” of Seriously Ill Migrants Slams Border Patrol — TB, Pneumonia, Influenza, Parasites - Judicial Watch http://jwatch.us/gLz5xw","influenza","2019-01-20T07:36:09Z","bubblesandboxes",-91.8318334,37.9642529,"Missouri","City Not Found"
"209",1086963904570425344,"UMass Medical department chair: 'No question this is an influenza epidemic' https://www.telegram.com/news/20190118/umass-medical-department-chair-no-question-this-is-influenza-epidemic …","influenza","2019-01-20T07:29:24Z","MASCSchoolComm",-71.0482911,42.3660616,"Massachusetts","Boston"
"220",1086953652168900608,"America's Forgotten Pandemic: The Influenza of 1918 by Alfred W. Crosby https://www.goodreads.com/book/show/625888.America_s_Forgotten_Pandemic … via
@
goodreads","influenza","2019-01-20T06:48:39Z","DanFromMo",-95.712891,37.09024,"Kansas","Jefferson"
"223",1086949983306289152,"On Watch: Pandemic Influenza & U.S. Public Health Readiness with Dr. Steven Hatfill, M.D. https://www.judicialwatch.org/video-update/on-watch-pandemic-influenza-u-s-public-health-readiness-with-dr-steven-hatfill-m-d/ … via
@
JudicialWatch","influenza","2019-01-20T06:34:05Z","DanFromMo",-95.712891,37.09024,"Kansas","Jefferson"
"225",1086945826683916288,"Map: Is there flu near you? Maine influenza 2019 - Portland Press Herald https://www.pressherald.com/2019/01/09/map-is-there-flu-near-you-maine-influenza-2019/ …","influenza","2019-01-20T06:17:34Z","mainemirror",-69.4454689,45.253783,"Maine","North Guilford"
"228",1086942664694460416,"The next influenza pandemic is not about 'if', but 'when'. Every year,
@
WHO recommends which strains should be included in the flu vaccine to protect people http://bit.ly/2SWr5UX
#
VaccinesWorkpic.twitter.com/Zu2yA0Flug","influenza","2019-01-20T06:05:00Z","UN",-74.0059728,40.7127753,"New York","New York City"
"236",1086935966739283968,"On Watch: Pandemic Influenza & U.S. Public Health Readiness with Dr. Steven Hatfill, M.D. https://www.judicialwatch.org/video-update/on-watch-pandemic-influenza-u-s-public-health-readiness-with-dr-steven-hatfill-m-d/ … via
@
JudicialWatch","influenza","2019-01-20T05:38:23Z","oo7jb",-74.0059728,40.7127753,"New York","New York City"
"238",1086933798598537216,"It's not too late to get a flu shot: Eastern Health continues to offer influenza vaccination clinics | The Telegram https://www.thetelegram.com/community/eastern-health-continues-to-offer-influenza-vaccination-clinics-276000/#.XERNjHAsO70.twitter …","influenza","2019-01-20T05:29:46Z","TelyDeb",-95.9799957,36.7451602,"Oklahoma","Bartlesville"
"240",1086929731373666304,"El Paso woman in her mid 20s dies of the flu; had been vaccinated against influenza virus https://www.kvia.com/lifestyle/health/el-paso-woman-in-her-mid-20s-dies-of-the-flu-had-been-vaccinated-against-influenza-virus/979665153?fbclid=IwAR2k9kbGtxfJTjtc7hrTspGDWpgZoN_hB-1EGrc4kZt5Fs7jH4QkAeSKztM …","influenza","2019-01-20T05:13:36Z","jasonholford",-90.7639831,40.3679695,"Illinois","Fandon"
"245",1086920911280836608,"UMass Medical department chair: 'No question this is an influenza epidemic' https://www.telegram.com/news/20190118/umass-medical-department-chair-no-question-this-is-influenza-epidemic …","influenza","2019-01-20T04:38:33Z","wcsmith40",-71.8022934,42.2625932,"Massachusetts","Worcester"
"248",1086918101239660544,"not influenza! that's good","influenza","2019-01-20T04:27:23Z","wonderosa",-122.2639897,37.8320354,"California","Oakland"
"251",1086915894620684288,"She’s like influenza","influenza","2019-01-20T04:18:37Z","hollymelindaa",-121.2716988,38.7481052,"California","Roseville"
"259",1086905899652968448,"im so SICKK.. lil bitch influenza I influence yah bitch like a Sagittarius","influenza","2019-01-20T03:38:54Z","YNGANGL",-95.6235557,37.0326709,"Kansas","Coffeyville"
"264",1086891999213559808,"Yes this is something very stupid from your side....... because u people are only waving for those who r conscious about influenza not a Cancer ..........","influenza","2019-01-20T02:43:40Z","Khpl_Malgari",-121.175963,38.677805,"California","Folsom"
"268",1086888034610626560,"Hate being sick. Fourth day straight limited to the bed and it sucks, thanks to the old friend of mine: Influenza virus.
#
SickLife","influenza","2019-01-20T02:27:55Z","baloch_ray",-84.3508294,33.7637864,"Georgia","Atlanta"
"274",1086880888779169792,"I hope contract influenza bitch im rolling about to start saying that to people","influenza","2019-01-20T01:59:31Z","Jjtheblacklion",-105.003238,39.727876,"Colorado","Denver"
