"","id","text","queryMetadata.query","created_at","user.screen_name","longitude","latitude","state","city"
"22",1101543876597305344,".
@
CDCMMWR report notes that while
#
influenza H1N1 has predominated this season H3N2
#
flu is on the rise in parts of the US http://www.contagionlive.com/link/2190 pic.twitter.com/CPll4AyJzr","H1N1","2019-03-01T13:05:00Z","Contagion_Live",-95.712891,37.09024,"Kansas","Jefferson"
"24",1101537390697562112,"AMERICA FIRST. Hey he never said anything about Americans First.","H1N1","2019-03-01T12:39:14Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"25",1101528633645166592,"firing squad? Well I believe in due-process... first.https://twitter.com/funder/status/1101494976993738756 …","H1N1","2019-03-01T12:04:26Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"29",1101517119760539648,"These people have drugged and tortured infants and toddlers. There's a special place in prisons for those who abuse kids..https://www.texastribune.org/2018/06/20/immigrant-children-forcibly-injected-drugs-lawsuit-claims/ …","H1N1","2019-03-01T11:18:41Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"30",1101513762807447552,"I'll feel safe for my kids when he's in prison.","H1N1","2019-03-01T11:05:20Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"32",1101482383168192512,"“This flu season is severe, with the same H1N1 virus as 2009,” says Amy Hackmann, MD, in the latest
#
patient blog article. Read more about this illness and how everyone—even the young and healthy—are at risk. http://bit.ly/2T54byW pic.twitter.com/k1m7acNc9Q","H1N1","2019-03-01T09:00:39Z","STS_CTsurgery",-87.6297982,41.8781136,"Illinois","Chicago"
"33",1101482364205715456,"Paralysed swine flu victim loses benefits despite spending 19 hours a day in bed http://s.einnews.com/lPTadmnLVv","H1N1","2019-03-01T09:00:34Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"34",1101479022804983808,"YOWN!!!!","H1N1","2019-03-01T08:47:18Z","shanentice",-94.4789595,37.1281873,"Missouri","Webb City"
"35",1101477889873248256,"Morning Mr Individual-1https://twitter.com/realDonaldTrump/status/1101476470034259968 …","H1N1","2019-03-01T08:42:48Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"36",1101475939387502592,"Libre moko tonight?","H1N1","2019-03-01T08:35:03Z","shanentice",-94.4789595,37.1281873,"Missouri","Webb City"
"37",1101467459452833792,"I want to see Nielson pick up the soap. There's a special place in prisons for those who abuse kids.","H1N1","2019-03-01T08:01:21Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"38",1101465911549194240,"remember this cockroach? There's never just one.pic.twitter.com/GIl71ANdop","H1N1","2019-03-01T07:55:12Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"39",1101460038709735424,"H1N1 cases cross 600-mark in first two months of the year http://www.newssummedup.com/a/cybx8x","H1N1","2019-03-01T07:31:52Z","newssummeduphq",-122.4194155,37.7749295,"California","San Francisco"
"44",1101433164378107904,"Pediatrics Study: LAIV Less Effective Against H1N1 Than Flu Shot http://bit.ly/2VFUeWs pic.twitter.com/mtFE1mKbdg","H1N1","2019-03-01T05:45:04Z","LocumsInc",-82.9000751,32.1656221,"Georgia","City Not Found"
"58",1101361563334791168,"Performer Tom Thum wants to open minds by mixing classical and beatbox music http://s.einnews.com/eAMUNanH68","H1N1","2019-03-01T01:00:33Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"65",1101331394918342656,"21 new H1N1 cases: Lucknow’s highest single day count http://s.einnews.com/6sXAsTHGLU","H1N1","2019-02-28T23:00:40Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"67",1101328655677038592,"Virar woman third H1N1 casualty this year, 40 positive cases in February http://cougarcrossings.com/virar-woman-third-h1n1-casualty-this-year-40-positive-cases-in-february/ …","H1N1","2019-02-28T22:49:47Z","tonyanytime247",-80.1917902,25.7616798,"Florida","Miami"
"68",1101327799133106176,"""In peace, sons bury their fathers. In war, fathers bury their sons."" - Herodotus Those who advocate for war, are a liability on that society.","H1N1","2019-02-28T22:46:23Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"69",1101317687731466240,"""None of the 13 recipients developed suspected or confirmed infection"" Risk of Transmission of H1N1 Influenza by Solid Organ Transplantation in the United Kingdom https://insights.ovid.com/pubmed?pmid=22245874 …","H1N1","2019-02-28T22:06:12Z","ShohamTxID",-76.6121893,39.2903848,"Maryland","Baltimore"
"70",1101311275127242752,"Greece - 50 year old person in severe condition with H1N1 in Crete https://flutrackers.com/forum/forum/europe/seasonal-flu-2009-2014-including-h1n1-pandemic-2009-aa/greece/806076-greece-38-year-old-died-of-h1n1-flu-in-chania-6-fatalities-in-crete?p=808359#post808359 … h/t Pathfinder","H1N1","2019-02-28T21:40:44Z","FluTrackers",-92.2806358,34.749056,"Arkansas","Little Rock"
"72",1101310625106538496,"We heard. We saw. But trump didnt get to the oval office without the help of the media..","H1N1","2019-02-28T21:38:09Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"73",1101310369501532160,"he will shoot every single person on 5th Ave and DOJ will ""follow the guidelines"". Correct?","H1N1","2019-02-28T21:37:08Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"74",1101309836871036928,"You do not have to trust him. He brought the receipts. Stop spinning the facts.","H1N1","2019-02-28T21:35:01Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"77",1101301219744722944,"Pune: 15 die of H1N1 in January-February, 14 on ventilator support http://s.einnews.com/Zx9kvc7s5E","H1N1","2019-02-28T21:00:46Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"81",1101275963122434048,"I wish I were that smart to figure it out all by myself. 2 books have carved my views on this topic. https://www.amazon.com/Debt-Updated-Expanded-First-Years/dp/1612194192/ref=sr_1_1?crid=3O7Q5BW7HLQ59&keywords=debt+the+first+5000+years+by+david+graeber&qid=1551399471&s=gateway&sprefix=debt%2Caps%2C278&sr=8-1 … AND https://www.amazon.com/Tribe-Homecoming-Belonging-Sebastian-Junger/dp/1455566381/ref=sr_1_1?crid=2I36005MRMDXD&keywords=tribe+sebastian+junger&qid=1551399596&s=gateway&sprefix=tribe%2Caps%2C335&sr=8-1 …pic.twitter.com/w2tQvuQoF0","H1N1","2019-02-28T19:20:24Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"82",1101271015248879616,"21 new H1N1 cases: City’s highest single day count http://s.einnews.com/10Tyfl2-5c","H1N1","2019-02-28T19:00:45Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"87",1101243233886179328,"Virar woman third H1N1 casualty this year, 40 positive cases in February http://s.einnews.com/gFMmqpy7XC","H1N1","2019-02-28T17:10:21Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"90",1101236117628686336,"At the start of the flu season, the predominant strain was influenza A H1N1, but now a more severe strain, influenza A H3N2, accounts for nearly half of all the new cases, according to the U.S. Centers for Disease Control and Prevention. https://consumer.healthday.com/infectious-disease-information-21/flu-news-314/more-severe-strain-of-flu-starting-to-spread-widely-cdc-743052.html …","H1N1","2019-02-28T16:42:05Z","CSISpecialty",-81.269453,28.8028612,"Florida","Sanford"
"91",1101226496469942272,"Morality isnt a human invention. It was an evolutionary process to develop & maintain collaboration.","H1N1","2019-02-28T16:03:51Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"92",1101225559038808064,"When they drug and torture infants and toddlers at the southern border, I am not a part of that bird. Call it for what it is.. a vulture. Human dignity over nationalism. Because I refuse to be dead from inside.","H1N1","2019-02-28T16:00:07Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"93",1101224858632048640,"When they drug and torture infants and toddlers, I am not a part of that bird. Call it for what it is.. a vulture.","H1N1","2019-02-28T15:57:20Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"98",1101212902147547136,"President Barack Obama Oct. 23, 2009: Declaration of National Emergency Respective to 2009 H1N1 Influenza Pandemic, was never terminated or continued; April 12, 2010 (still in effect): Blocking Property of Certain Persons Contributing to the Conflict in Somalia, cont’d in 2018;","H1N1","2019-02-28T15:09:50Z","DutyOfAPatriot",-71.05679,42.361437,"Massachusetts","Boston"
"99",1101212433048313856,"US has never gone to war with a Nuclear powered nation. Because it can.","H1N1","2019-02-28T15:07:58Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"101",1101204769304121344,"And u can tell he's struggling with family issues with a family member who brought in a person of color.","H1N1","2019-02-28T14:37:31Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"102",1101203442394112000,"They didnt learn anything from Microsoft's Tay bot that became a full blown nazi in 48 hours. But then again, IBM's AI is not as efficient..","H1N1","2019-02-28T14:32:14Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"105",1101185910073446400,"New video! Link https://youtu.be/nywqx7XAFNo
#
H1N1Clan
#
r6
#
rainbowsix
#
rainbowsixsiege
#
rainbow6
#
rainbowsixsiege
#
rainbowsixranked
#
youtube
#
youtubegaming
#
gaming
#
rainbowsixbr
#
esl
#
clips
#
twitchprime
#
rainbow
#
letsplay
#
twitchclips
#
twitch
#
xbox
#
xboxshare
#
xboxclips
#
memespic.twitter.com/RZFXygw6GD","H1N1","2019-02-28T13:22:34Z","ClanH1N1",-122.4260064,37.6279624,"California","San Bruno"
"106",1101180428592009216,"Department of Health: Three kids dead in New York this flu season http://s.einnews.com/E2IeqMX7_j","H1N1","2019-02-28T13:00:47Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"108",1101166409416142848,"#
Flu Update:
#
H3N2 Reported more frequently than
#
H1N1 strains in the past three weeks, spreading across country -
@
CDCFluhttp://ow.ly/mosj30nRYXJ","H1N1","2019-02-28T12:05:05Z","FluNearYou",-71.0588801,42.3600825,"Massachusetts","Boston"
"110",1101153822506913792,"This man will be the last president of America. Expect nothing less from confederates.","H1N1","2019-02-28T11:15:04Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"112",1101144719004979200,"It was interesting how he brought up his family of color. When ur getting someone temperature, u know he just gave u a clue that he has family issues.","H1N1","2019-02-28T10:38:53Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"114",1101129977381167104,"Flu cases increase in ND http://s.einnews.com/K_XE-krLrI","H1N1","2019-02-28T09:40:19Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"117",1101104345968504832,"Its a bot. It tells us what kinda political players we are all playing with here. Report this
@
HotrodCapt account.","H1N1","2019-02-28T07:58:28Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"118",1101091327482228736,"ofcourse u got that bridge to sell. You bought it.","H1N1","2019-02-28T07:06:44Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"119",1101090419667095552,"touchy topic?","H1N1","2019-02-28T07:03:07Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"120",1101089742131814400,"The key point was he had a signed check from you that can stand in the court of law.","H1N1","2019-02-28T07:00:26Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"127",1101051955433164800,"Peterson: New farm bill dairy program is best deal ever http://s.einnews.com/q7hMbz9ziM","H1N1","2019-02-28T04:30:17Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"130",1100999213104664576,"Indore: Weather helps Swine flu to raise ugly hood http://s.einnews.com/1ZRPfy4xpt","H1N1","2019-02-28T01:00:42Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"132",1100968989847678976,"Lucknow: Swine flu tally up with 12 new cases http://s.einnews.com/JGTbW-VfoN","H1N1","2019-02-27T23:00:36Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"133",1100953062057918464,"What diff does it make who runs against u.. Just change beto's votes to urs like Ted did and push that
#
Walkaway campaign with the help of foreign bots. Its not like we're pretending to run fair elections here. Its Texas afterall..","H1N1","2019-02-27T21:57:19Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"134",1100950864913666048,"Baby Harlynn is very sick. She is in the Herrin ER getting ready to be transferred by ambulance to Carbondale hospital. She has H1N1 and double lung infections. Several respiratory infections and is dehydrated. Would appreciate everyone’s prayers.","H1N1","2019-02-27T21:48:35Z","mggrammy",-89.2225941,37.7100209,"Illinois","Carbondale"
"137",1100938780800966656,"Three die of swine flu in two days, 97 positive cases reported in Uttar Pradesh http://s.einnews.com/NWYbhOmo9m","H1N1","2019-02-27T21:00:34Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
"138",1100938323890266112,"everything he accused Obama of doing, he's doing it but even worse. I bet he feels deep inside he wasnt born in the US..","H1N1","2019-02-27T20:58:45Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"139",1100922402060554240,"it just doesnt end, does it. I am tired of this winning..","H1N1","2019-02-27T19:55:29Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"141",1100920178936856576,"This isnt a ""binary"" issue. Trump is a can of criminal worms. GOP knew it before it opened this can.","H1N1","2019-02-27T19:46:39Z","H1N1Capital",-95.712891,37.09024,"Kansas","Jefferson"
"142",1100908574820175872,"Flu-related emergency room activity increases at San Diego hospitals http://s.einnews.com/nA_zB8aXYs","H1N1","2019-02-27T19:00:32Z","EINH1N1News",-77.0368707,38.9071923,"District of Columbia","Washington"
